uzemi_kod,name,lat,lon
576131,Borohrádek,50.09505054163067,16.089249722106842
573922,Broumov,50.587779713631235,16.33021464390211
574082,Hronov,50.480483070917344,16.181297806214516
577162,Jablonec nad Jizerou,50.70325416139627,15.429846275850794
577308,Lomnice nad Popelkou,50.531591305801584,15.372805868216096
573868,Náchod,50.41632599883447,16.163860372594378
579581,Pec pod Sněžkou,50.69347490654679,15.733319249047264
576808,Solnice,50.20463218347285,16.238229404531502
579734,Svoboda nad Úpou,50.626021429145105,15.816103646356355
574538,Teplice nad Metují,50.59481240233556,16.169602605679103
579025,Trutnov,50.56169572563244,15.916048124193866
577626,Turnov,50.58667469399064,15.157294158469961
579777,Úpice,50.51024411733599,16.018724873267256
539139,Černošice,49.95886562515597,14.320428123763934
573965,Červený Kostelec,50.47665498094656,16.092146885953714
573990,Česká Skalice,50.39586357412003,16.04813923640712
562297,Žandov,50.714052068320456,14.396555271066521
587541,Mrákotín,49.1897032518381,15.375924100717826
589764,Nezamyslice,49.32542466779105,17.172750749538757
574287,Nový Hrádek,50.35749661494795,16.243521859166027
590100,Tištín,49.3076423952368,17.166321173719545
538884,Škvorec,50.04588037122088,14.729868474869866
554979,Abertamy,50.368883005030845,12.817053644576301
581291,Adamov,49.30135480129541,16.65471708818542
551929,Andělská Hora,50.060529339703734,17.390782628609273
554499,Aš,50.22229018615542,12.1902637505984
535427,Bakov nad Jizerou,50.481474144699455,14.935613396012739
550809,Bavorov,49.121113213429325,14.078099626714877
552054,Bechyně,49.2941390710336,14.468698684349068
529303,Benešov,49.78387597376826,14.69001734190856
562351,Benešov nad Ploučnicí,50.74174379637148,14.311297888855997
535451,Benátky nad Jizerou,50.29091382516918,14.822406765627326
531057,Beroun,49.964310741468225,14.074668761711493
560740,Bezdružice,49.90677671621103,12.968705349846845
554995,Bečov nad Teplou,50.08432616303356,12.839313894761956
581283,Blansko,49.3634928468613,16.643754401866264
550850,Blatná,49.427361815163465,13.880965343267379
557587,Blovice,49.582233380364656,13.540123730879985
566021,Blšany,50.217424420255234,13.472151404238703
555029,Bochov,50.149780636821646,13.04565170855597
599051,Bohumín,49.90392994517882,18.357894263731495
564591,Bohušovice nad Ohří,50.49340209231533,14.151255565093315
592048,Bojkovice,49.036714511051905,17.81106586598919
560758,Bor,49.71197838675529,12.775743518051536
544281,Borovany,48.900189505196046,14.641972169050282
581372,Boskovice,49.48719530510995,16.66148532421102
506486,Boží Dar,50.41079794649663,12.922487359347826
538094,Brandýs nad Labem – Stará Boleslav,50.18612867610809,14.658605097151623
579947,Brandýs nad Orlicí,50.00043489576383,16.288145451110935
586943,Brtnice,49.30400980737634,15.678130979766127
585114,Brumov-Bylnice,49.09128524706998,18.02326051149129
597180,Bruntál,49.99341407230115,17.471605908423534
598038,Brušperk,49.7003659405956,18.22332332555532
506460,Budišov nad Budišovkou,49.79476420931955,17.62814257474341
564656,Budyně nad Ohří,50.40384307465712,14.126054885768596
592943,Bučovice,49.15010296855318,17.00321225511914
532169,Buštěhrad,50.15520507112858,14.19112379903425
577928,Bystré,49.628510324832696,16.346941754766448
529451,Bystřice,49.732188333595545,14.666984653842833
595411,Bystřice nad Pernštejnem,49.523611020025506,16.257462396935868
588393,Bystřice pod Hostýnem,49.39999069086686,17.67203753346488
586081,Bzenec,48.97361948177648,17.266377138864726
567451,Bílina,50.548916931333416,13.774288485065016
599247,Bílovec,49.75628706286382,18.015793671476793
553441,Bělá nad Radbuzou,49.59132463639904,12.71515893620335
535443,Bělá pod Bezdězem,50.501598976171195,14.801030283402424
550817,Bělčice,49.50296878377306,13.875041281243181
584291,Břeclav,48.759727972094524,16.88173075362985
540013,Březnice,49.55768199042881,13.950834655115493
560294,Březová,50.14686946624051,12.646718294353382
505145,Březová nad Svitavou,49.64629714041312,16.517065639376494
597228,Břidličná,49.913427448078,17.373057918653384
568007,Chabařovice,50.673220743427876,13.942113804063565
554481,Cheb,50.079044300602305,12.371098917846503
568015,Chlumec,50.699241074244966,13.935912594104288
570109,Chlumec nad Cidlinou,50.15424534114394,15.462218726509848
580350,Choceň,50.00090945059203,16.224397030522592
560383,Chodov,50.23875560879417,12.749281749481545
568759,Chotěboř,49.7208340228189,15.670237622678563
571539,Chrast,49.900975893841284,15.937143305464204
564117,Chrastava,50.816988404057035,14.969568785912111
588512,Chropyně,49.3563215189327,17.364513089456143
571164,Chrudim,49.95076012334811,15.794777067488603
575071,Chvaletice,50.03412688711602,15.418543719588115
555207,Chyše,50.10444558979917,13.247760083084257
552496,Chýnov,49.40620202354585,14.811040876206382
562530,Chřibská,50.86341535284908,14.481598331317695
561479,Cvikov,50.77732185394927,14.633977474468939
546127,Dačice,49.08077482312979,15.437690349896629
574899,Dašice,50.02922381604654,15.913802204180888
563552,Desná,50.75496744754685,15.313880697222855
546151,Deštná,49.26485704545006,14.922134157828694
535672,Dobrovice,50.36944949891036,14.962239714718836
576271,Dobruška,50.292532922401776,16.160319747954755
557676,Dobřany,49.65631446659226,13.29063602818147
539198,Dobřichovice,49.927390927583154,14.271678529693798
540111,Dobříš,49.78158112834576,14.171438431992227
561495,Doksy,50.56360255194224,14.655257756239656
506702,Dolní Benešov,49.916956723832115,18.115352512638804
535702,Dolní Bousov,50.438107400182794,15.127570688182068
582956,Dolní Kounice,49.06978347279578,16.465561863368894
562441,Dolní Poustevna,50.9793935854558,14.288301305684945
553425,Domažlice,49.44009830161082,12.93025015968435
561533,Dubá,50.539094162458994,14.540971453619614
567507,Dubí,50.676509348431296,13.791358125006479
586161,Dubňany,48.917891184384,17.095377402965187
567515,Duchcov,50.60182137181552,13.74685436616299
579203,Dvůr Králové nad Labem,50.4317037371058,15.814691795158627
554529,Františkovy Lázně,50.12316502873699,12.353828889875313
599344,Frenštát pod Radhoštěm,49.547079126883,18.21163791670931
585211,Fryšták,49.28462427272714,17.683543070559953
564028,Frýdlant,50.92208946348944,15.078480877259157
598143,Frýdlant nad Ostravicí,49.59278400654551,18.359538076755506
599352,Fulnek,49.71278558622124,17.903012526240932
568635,Golčův Jeníkov,49.81618440857238,15.47667213218745
560359,Habartov,50.18237789380213,12.5499301856727
568651,Habry,49.756261514662434,15.48444864727975
535532,Hanušovice,50.078409550520895,16.935004601130473
577081,Harrachov,50.77655208024879,15.42447857284578
556181,Hartmanice,49.1699549155473,13.454820244742116
568414,Havlíčkův Brod,49.60657784667021,15.578582632241424
564044,Hejnice,50.87893210715291,15.184062493331123
571385,Heřmanův Městec,49.94778722854795,15.66997582068094
571393,Hlinsko,49.75996866733506,15.905566442621579
544485,Hluboká nad Vltavou,49.051840890909084,14.4354895723569
592170,Hluk,48.98856734577581,17.52720762521654
507016,Hlučín,49.896532164117545,18.18765851486022
564061,Hodkovice nad Mohelkou,50.66601892527621,15.089934519401623
586021,Hodonín,48.84831958688238,17.128362944505742
588458,Holešov,49.33117142415626,17.581311520460176
574988,Holice,50.06849386848797,15.987750782042419
553654,Holýšov,49.59295064939193,13.096881896103909
567167,Hora Svaté Kateřiny,50.605800017645336,13.43835420071741
556254,Horažďovice,49.32110986890224,13.70116652778016
597350,Horní Benešov,49.96679351231013,17.60289273968064
555169,Horní Blatná,50.390304207211514,12.771247065956743
558885,Horní Bříza,49.84125142490506,13.35708244990175
547913,Horní Cerekev,49.31949229806188,15.328332614855618
574996,Horní Jelení,50.04893447441736,16.08394807207049
567175,Horní Jiřetín,50.57513691300272,13.544385662258303
545511,Horní Planá,48.76658297987642,14.032186372747544
560367,Horní Slavkov,50.13873216158093,12.800251989878571
553671,Horšovský Týn,49.52997646130138,12.94477097563859
579297,Hostinné,50.54113159094065,15.722636540752148
539244,Hostivice,50.08050127029868,14.255561453317267
531201,Hostomice,49.82496460086069,14.045375964505013
553689,Hostouň,49.55937729527257,12.771783086121953
572926,Hořice,50.36750431595705,15.63239715191334
531189,Hořovice,49.836314540334314,13.903741704910905
564877,Hoštka,50.48942462987913,14.335494656191079
507270,Hradec nad Moravicí,49.87742448401107,17.877172712925756
554553,Hranice,50.306048844570874,12.17536092679679
513750,Hranice,49.550097230083246,17.73473965899145
567558,Hrob,50.656927592457215,13.725953831359606
571491,Hrochův Týnec,49.95933583889656,15.91113521013395
590673,Hrotovice,49.10845537010411,16.056588931597105
555185,Hroznětín,50.3094065244762,12.872964631294407
594156,Hrušovany nad Jevišovkou,48.82961588617639,16.401602898209237
559822,Hrádek,49.71073071318595,13.648264955658776
564095,Hrádek nad Nisou,50.85434092930019,14.843930729682624
588491,Hulín,49.316657423595274,17.466840654043853
547999,Humpolec,49.54094836817325,15.360415411271271
550230,Husinec,49.05307354628422,13.986443988682856
584495,Hustopeče,48.940697462015024,16.73691073622548
593117,Ivanovice na Hané,49.304486564771175,17.092747825762753
583120,Ivančice,49.1015291512034,16.37602215778041
580376,Jablonné nad Orlicí,50.02978182354621,16.59967620386271
561631,Jablonné v Podještědí,50.765257828458424,14.760836818050256
598259,Jablunkov,49.57498207061397,18.76268739608755
597431,Janov,50.247290987259504,17.48341560753699
556394,Janovice nad Úhlavou,49.34351975131755,13.216896538122224
579351,Janské Lázně,50.63033829698334,15.780400247676319
574121,Jaroměř,50.35524527276887,15.91948829373489
590754,Jaroměřice nad Rokytnou,49.09393776751429,15.893309370321285
536148,Javorník,50.39105120444463,17.001961621052956
590789,Jemnice,49.01875740615001,15.571507296204727
541834,Jesenice,50.098233648375235,13.470609749606076
539325,Jesenice,49.96688928310188,14.516828481191139
536385,Jeseník,50.22937028602679,17.204593055735838
594202,Jevišovice,48.989494938412314,15.987046761128713
578193,Jevíčko,49.633092030985274,16.71118935325486
577197,Jilemnice,50.60894541058427,15.5059879975146
545881,Jindřichův Hradec,49.147091225092474,15.001932098273436
563099,Jirkov,50.50046884597372,13.447754316175407
552534,Jistebnice,49.485491827167074,14.528047105678429
572659,Jičín,50.4371027681352,15.354213643877035
562581,Jiříkov,50.99405390453276,14.569343770163435
555215,Jáchymov,50.37141347819355,12.913575138175359
562564,Jílové,50.76117388671448,14.104511428505347
539333,Jílové u Prahy,49.89526517679972,14.492952652204679
563102,Kadaň,50.37656053905657,13.270113011591361
548111,Kamenice nad Lipou,49.301807829669855,15.076704403448185
561681,Kamenický Šenov,50.774607905641965,14.47249965564963
545562,Kaplice,48.7388982170461,14.494329422971145
546542,Kardašova Řečice,49.18334156268201,14.850539295720273
542911,Karolinka,49.35080281506369,18.23713136050137
557862,Kasejovice,49.46269901398371,13.740331760108553
559008,Kaznějov,49.893799489583785,13.384790253916282
556432,Kašperské Hory,49.14408051095733,13.554191746434041
553786,Kdyně,49.38999770451469,13.039730848613193
542989,Kelč,49.47863555099758,17.815917071384593
560928,Kladruby,49.71487364940467,12.981088636567527
555771,Klatovy,49.39463850395749,13.292941316333454
538311,Klecany,50.17510577536996,14.414461709052283
599549,Klimkovice,49.78654890269636,18.130304165127576
584550,Klobouky u Brna,48.99627790980081,16.85836679712543
563129,Klášterec nad Ohří,50.384539036049375,13.17133093244064
514055,Kojetín,49.351798394336065,17.301901359113227
533165,Kolín,50.02880408646078,15.200984520764377
589624,Konice,49.59084137456117,16.888633326060784
573060,Kopidlno,50.33163331997797,15.27056711293077
599565,Kopřivnice,49.59782365186959,18.147160351374872
